link,white,black,white_titled,black_titled,white_elo,black_elo,result,white_rating_diff,black_rating_diff,time_control,termination,eco,opening,moves_uci,num_moves
https://lichess.org/SVd8eyTK,Kinga_2602,tunoperu,,,2046,2101,0-1,-5,+5,600+0,Time forfeit,B03,"Alekhine Defense: Four Pawns Attack, Trifunovic Variation",e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 c2c4 d5b6 f2f4 c8f5 f1d3 f5d3 d1d3 e7e6 g1f3 b8c6 e1g1 f8e7 b1c3 e8g8 a2a3 c6a5 f3d2 d6d5 c4c5 b6c4 b2b4 c4d2 c1d2 a5c4 f4f5 e6f5 f1f5 c7c6 a1f1 b7b6 d2c1 a7a5 d3g3 a5b4 c1h6 g7g6 h6f8 d8f8 e5e6 f7f6 a3b4 g8h8 f5f3 c4d2 c5b6 d2f1 f3f1 e7b4 b6b7 a8e8 f1f6 f8f6 b7b8q e8b8 g3b8 f6f8 b8e5 h8g8 c3d1 b4d6 e5e2 f8f6 e2e3 g8g7 d1f2 f6f4 e3f4 d6f4 f2d3 f4e3 g1f1 e3d4 f1e2 g7f6 e2f3 f6e6 h2h4 d4f6 d3f4 e6f5 h4h5 g6g5,88
https://lichess.org/pdlJtWXn,Pradigintungkbpl,brisachess1,,,2120,2081,1-0,+5,-5,600+0,Normal,A00,Polish Opening: Outflank Variation,b2b4 c7c6 c1b2 d7d5 e2e3 g8f6 g1f3 c8g4 f1e2 e7e6 a2a3 b8d7 e1g1 f8d6 d2d3 d8c7 b1d2 e8g8 h2h3 g4h5 c2c4 a8c8 a1c1 h5f3 d2f3 d7e5 c4d5 e5f3 e2f3 e6d5 b2f6 g7f6 f3d5 d6h2 g1h1 c7d6 d5e4 h2e5 d1h5 f6f5 h5f5 f8e8 f5h7 g8f8 e4f5 c8d8 d3d4 e5g7 h7h5 d6h6 h5f3 h6f6 f5g4 f6f3 g4f3 f7f5 f3h5 e8e6 c1c5 f5f4 c5f5 e6f6 f5f6 g7f6 g2g3 f4e3 f2e3 f8g7 h1g2 f6g5 f1f3 d8d7 h3h4 g5h6 g3g4 g7h7 g4g5 h6g7 f3f7 d7f7 h5f7 g7f8 g2f3 a7a5 f3g4 a5b4 a3b4 f8b4 g4f5 h7g7 f7c4 b4d2 e3e4 b7b5 c4b3 d2c3 d4d5 c6d5 e4d5 c3e1 h4h5 b5b4 h5h6 g7h7 d5d6 e1g3 d6d7 g3c7 f5f6 c7d8 f6f5 d8e7 b3c2 e7d8 f5e6 h7h8 g5g6 h8g8 c2b3 g8h8 e6f7 d8g5 g6g7,123
https://lichess.org/KUhNmo4h,No_Limitation,flandeluxe,,,2066,2076,0-1,-6,+6,600+0,Normal,A46,Indian Defense: Spielmann-Indian,d2d4 g8f6 g1f3 c7c5 d4c5 e7e6 c1f4 f8c5 e2e3 d7d5 c2c3 b8c6 b1d2 e8g8 h2h3 f8e8 f1e2 h7h6 e1g1 e6e5 f4g3 d8b6 d1b3 c5e3 b3b6 e3b6 e2b5 e5e4 f3d4 c6d4 c3d4 c8d7 b5e2 b6d4,34
https://lichess.org/kbDjhp9o,HIKARULSEN,Juniorsolorzano,,,2030,2015,0-1,-6,+50,600+0,Time forfeit,B30,Sicilian Defense: Old Sicilian,e2e4 c7c5 g1f3 b8c6 f1c4 d7d6 c2c3 g7g6 d2d4 c5d4 c3d4 f8g7 c1e3 g8f6 b1c3 e8g8 e1g1 c8g4 h2h3 g4f3 d1f3 e7e5 c3e2 a7a6 a1d1 d8c7 c4b3 a8d8 d1c1 c7e7 d4d5 c6b8 c1c3 d8c8 f1c1 c8c3 c1c3 e7d7 e3g5 f6e8 f3e3 f7f6 g5h6 g7h6 e3h6 e8g7 f2f4 f8c8 f4e5 f6e5 c3g3 c8f8 g3g4 d7e7 g4g3 b8d7 g3c3 d7c5 b3c2 e7f6 h6e3 g7h5 b2b4 c5d7 c3c7 f8f7 g1h2 h5f4 e2f4 e5f4 e3f3 d7e5 f3c3 g8g7 c2d1 h7h5 a2a4 g7h6 b4b5 a6b5 a4b5 g6g5 b5b6 g5g4 c7f7 f6f7 c3c7 g4g3 h2g1 h5h4 c7d6 e5g6 e4e5 f7e7 d6e7 g6e7 d5d6 e7c6 d1a4 c6e5 a4b3 e5c6 b3d5 c6d8 d6d7 h6g5 g1f1 g5f6 f1e2 f6e5 d5f3 e5d6 f3g4 d6e5 e2f3 d8f7 f3e2 f7d8 e2d3 d8c6 d3c4 e5d6 c4d3 c6e5 d3e4 e5d7 g4d7 d6d7 e4f4 d7c6 f4g4 c6b6 g4h4 b6c5 h4g3 b7b5 h3h4 b5b4 h4h5 c5c4 h5h6 b4b3 h6h7 b3b2 h7h8q b2b1q h8g8 c4c5 g8c8 c5d4 c8h8 d4c5 h8c8 c5d6 c8d8 d6e6 d8d4 b1b3 g3h4 b3b5 g2g4 e6f7 d4f4 f7g6,164
https://lichess.org/D0QgwH18,Dralsaadi,mohantaj,,,2092,2083,1-0,+6,-5,600+5,Normal,E11,Bogo-Indian Defense: Grünfeld Variation,d2d4 e7e6 c2c4 g8f6 g1f3 f8b4 b1d2 c7c5 a2a3 b4d2 c1d2 c5d4 f3d4 e8g8 d1c2 b8c6 d4f3 d7d5 e1c1 d5c4 d2c3 d8e7 f3g5 g7g6 h2h4 e6e5 h4h5 f6g4 g5h7 g8h7 h5g6 h7g8 g6g7 e7g5 c1b1 g5g7 f2f4 g4e3 c2d2 c8f5 b1a2 e3d1 d2d1 f8d8 d1e1 c6d4 e2e4 f5e6 f4f5 e6d7 f1c4 b7b5 c4d5 a8c8 e1h4 d7f5 e4f5 d8d5 f5f6 d4f5 h4e4 g7f6 e4d5 f5e3 d5d7 c8d8 d7h3 f6e6 h3e6 f7e6 c3e5 g8f7 h1h7 f7g6 h7a7 d8d2 e5f4 d2e2 f4e3 e2e3 a7b7 e3e5 a2b3 g6f5 b7g7 f5e4 b3b4 e4d3 g7b7 e5e2 b2b3 e2g2 b7b5 g2b2 b5e5 d3c2 e5e2 c2b1 e2e6 b1a2 e6e3 b2b1 e3e2 a2a1 a3a4,105
https://lichess.org/Lq3bGw6K,Eyadabbas1,SLEQ2025,,,2030,2038,0-1,-5,+5,600+0,Normal,A45,Queen's Pawn Game: Chigorin Variation,d2d4 d7d5 b1c3 g8f6 g1f3 c7c6 h2h3 c8f5 f3h2 h7h6 c1f4 e7e6 a2a3 f8d6 f4d6 d8d6 e2e3 b8d7 f1d3 f5d3 c2d3 e6e5 d4e5 d7e5 e3e4 d5d4 c3e2 e8g8 e1g1 c6c5 f2f4 e5d7 e4e5 d6c6 e5f6 d7f6 a1c1 c6d6 h2f3 f6d5 d1d2 d5e3 f1e1 f8e8 f3e5 f7f6 e5c4 d6e6 c4e3 e6e3 d2e3 e8e3 c1c5 e3d3 c5d5 a8e8 g1f2 d3d2 f2f3 d4d3 f4f5 e8e2 e1e2 d2e2 d5d3 e2b2 g2g4 a7a5 f3e4 b2e2 e4d5 e2b2 d5e6 b2e2 e6d7 g8f7 d3b3 e2d2 d7c7 b7b6 c7b6 a5a4 b3e3 g7g6 b6b5 d2d4 f5g6 f7g6 e3f3 d4e4 b5c5 g6g5 f3f5 g5g6 f5f3 g6g5 c5d5 e4e5 d5d4 e5e1 d4c3 e1e4 c3d3 e4e1 f3f5 g5g6 f5f4 e1h1 f4a4 h1h3 d3e4 g6g5 e4d5 h3g3 d5e6 g3g4 a4g4 g5g4 e6f6 h6h5 a3a4 h5h4 a4a5 h4h3 a5a6 h3h2 a6a7 h2h1q,128
https://lichess.org/1THuteyG,jacintoaquinorego,alegonzalez19,,,2046,2139,0-1,-9,+48,600+0,Normal,B06,Modern Defense,e2e4 g7g6 d2d4 f8g7 g1f3 d7d5 e4d5 d8d5 c2c4 d5d8 f1e2 g8f6 e1g1 e8g8 h2h3 c8f5 b2b3 c7c5 d4c5 d8d1 f1d1 f6e4 f3d4 b8c6 c1b2 f8d8 f2f3 e4c5,28
https://lichess.org/XpiCE9TS,Arut94,taufikhidayatullah,,,2070,2067,1-0,+5,-6,600+0,Normal,C01,French Defense: Exchange Variation,e2e4 e7e6 d2d4 d7d5 e4d5 e6d5 g1f3 g8f6 f1e2 f8d6 e1g1 e8g8 c2c4 d5c4 e2c4 c8g4 h2h3 g4h5 b1c3 b8d7 c1g5 c7c6 c3e4 f8e8 e4d6 e8e7 g2g4 h5g6 f1e1 e7e1 d1e1 d8c7 d6f5 a8e8 f5e7 g8f8 e7g6 h7g6 e1d2 f6e4 d2f4 f7f6 f4c7,43
https://lichess.org/nSdcf1Jd,ThePowerofthenew,abdoayman2460,,,2316,2318,1-0,+6,-10,600+5,Normal,D80,Grünfeld Defense: Stockholm Variation,d2d4 g8f6 c2c4 g7g6 b1c3 d7d5 c1g5 f6e4 g5f4 e7e6 e2e3 f8g7 h2h4 c7c5 c4d5 e6d5 f1b5 b8c6 g1e2 e8g8 c3e4 d5e4 b5c6 b7c6 e1g1 d8h4 f4d6 f8d8 d6c5 c8g4 d1c2 a7a6 e2g3 g4f3 g2f3 e4f3 c2e4 h4f6 c5e7 f6e6 e7d8 e6h3 e4f3 a8d8 f3g2 h3e6 f1d1 d8d5 a1c1 h7h5 c1c5 d5d6 b2b3 e6g4 d1f1 h5h4 g3e4 g4h5 c5h5,59
https://lichess.org/fjiyF5yx,Imamatur,Benteng_Selak4u,,,2117,2111,1-0,+5,-10,600+0,Time forfeit,A31,"English Opening: Symmetrical Variation, Anti-Benoni Variation",d2d4 g8f6 c2c4 c7c5 g1f3 d7d6 e2e3 c8g4 d4c5 d8a5 c1d2 a5c5 b2b4 c5c7 h2h3 g4f3 d1f3 b8c6 b4b5 c6e5 f3d1 g7g6 b1a3 f8g7 a1c1 f6d7 f2f4 c7c5 f4e5 c5a3 e5d6 a3d6 d2b4 d7c5 d1d6 e7d6 f1e2 e8g8 e1g1 b7b6 e2f3 a8e8 b4c5 d6c5 c1e1 e8e5 f3d5 g7h6 e3e4 g8g7 g2g4 f7f5 e4f5 e5e1 f1e1 g6f5 e1e7 g7f6 e7h7 h6e3 g1g2 f5g4 h3g4 f6e5 h7a7 f8f4 a7e7 e5d4 g2g3 f4f6 a2a4 e3d2 e7e6 f6f8 e6b6,75
https://lichess.org/1wWVQFwa,Alex_1938,gypsi_king,,,2015,2120,1-0,+9,-7,600+0,Normal,C52,"Italian Game: Evans Gambit, Pierce Defense",e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 b2b4 c5b4 c2c3 b4a5 d2d4 e5d4 f3d4 a5b6 e1g1 d8f6 c1e3 g8e7 b1d2 e8g8 d2f3 h7h6 f1e1 d7d6 d1d2 e7g6 a1b1 c6d8 d4b5 c8d7 e3b6 d7b5 b1b5 a7b6 b5f5 f6e7 f3d4 d8e6 e4e5 c7c6 d4e6 f7e6 e5d6 e7h4 c4e6 g8h8 f5f8 a8f8 d6d7 g6f4 g2g3 f4h3 e6h3,53
https://lichess.org/Mj0yDkw2,AFMAbanoubAttalla,ilovechess36,,,2219,2287,0-1,-5,+8,600+0,Normal,A84,Dutch Defense: Classical Variation,d2d4 e7e6 c2c4 f7f5 g1f3 g8f6 c1g5 f8b4 b1d2 b7b6 a2a3 b4d2 f3d2 c8b7 e2e3 h7h6 g5f6 d8f6 f2f3 d7d6 f1d3 b8d7 e1g1 e8g8 b2b4 e6e5 d4d5 a7a5 d1c2 f5f4 d2e4 f6e7 f1e1 f4e3 e1e3 a5b4 e3e1 a8a3 a1a3 b4a3 c2b3 f8a8 e1a1 b7c8 a1a3 a8a3 b3a3 d7c5 e4c5 b6c5 d3c2 e7d8 a3d3 d8f8 d3h7 g8f7 c2g6 f7e7 g6e4 c8d7 h7g6 f8f6 g6g3 g7g5 h2h3 f6f4 g3f4 e5f4 h3h4 e7f6 h4g5 h6g5 g2g3 f6e5 e4d3 e5d4 d3f1 d7f5 g3f4 g5f4 g1g2 f5d3 f1d3 d4d3 g2h2 d3e2 h2g2 e2e3,88
https://lichess.org/IHYXSTCW,Easymao2,WhoUohW,,,2067,2059,1-0,+5,-13,600+5,Time forfeit,B13,Caro-Kann Defense: Exchange Variation,e2e4 c7c6 d2d4 d7d5 e4d5 c6d5 f1d3 g8f6 g1f3 c8g4 e1g1 e7e6 f1e1 f8d6 h2h3 g4h5 c2c3 e8g8 b1d2 b8c6 d2f1 f8e8 c1g5 e6e5 d4e5 c6e5 d3e2 e5f3 e2f3 e8e1 d1e1 h5f3 g2f3 d8d7 g5f6 a8e8 e1d2 d7h3 d2g5 g7g6 f6d4 h3f3 g5f6 f3f6 d4f6 d6e5 f6e5 e8e5 f1e3 e5g5 g1f1 g5h5 f1e2 f7f5 e3d5 g8f7 a1d1 h5h4 d5e3 f7e6 e3g2 h4e4 e2f3 e4a4 g2f4 e6f6 f4d5 f6e5 a2a3 g6g5 d5b4 b7b6 d1d5 e5e6 d5d8 a7a5 b4c6 a4f4 f3g2 h7h5 c6d4 e6e7 d8h8 h5h4 h8h5 e7f6 h5h6 f6g7 h6b6 f4g4 g2h3 g4f4 d4e6,93
https://lichess.org/A3yLxFiz,DarkoRoma,batiniczeljko26,,,2046,2037,1-0,+5,-5,600+0,Normal,C30,King's Gambit Declined: Keene Defense,e2e4 e7e5 f2f4 d8h4 g2g3 h4e7 f4e5 e7e5 b1c3 f8b4 g1f3 e5e7 d2d3 d7d5 d1e2 c7c5 c1d2 c8g4 c3d5 b4d2 e1d2 e7d6 h2h3 g4e6 a1e1 b8c6 h1g1 c6d4 f3d4 c5d4 f1g2 g8e7 d5e7 d6e7 e4e5 e6a2 e2e4 e7b4 d2c1 a2e6 e4b7 b4b7 g2b7 a8b8 b7c6 e8e7 g3g4 h8c8 c6e4 c8c5 e4f5 b8c8 g1g2 c8c6 f5e6 c6e6 g2e2 c5a5 e2e4 a5a1 c1d2 a1e1 d2e1 f7f6 e5f6 e7f6 e4e6 f6e6 e1e2 e6e5 e2f3 g7g5 b2b3 a7a5 f3g3 h7h6 h3h4 g5h4 g3h4 e5f4 h4h5 f4g3 h5h6 g3g4 h6g6 g4f4 g6f6 f4e3 f6e5 e3d2 e5d4 d2c2 d4c4 c2b2 d3d4 b2a3 d4d5 a5a4 b3a4 a3a4 c4c5 a4a5 c5c6 a5a6 d5d6 a6a7 c6c7,107
https://lichess.org/9M3cIj6P,C_A_R_B_O_N,marcelinotorre1234,,,2311,2025,1-0,+8,-2,1140+0,Normal,B46,Sicilian Defense: Taimanov Variation,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 e7e6 b1c3 a7a6 d4c6 b7c6 f1d3 d8c7 e1g1 g8f6 d1e2 f8e7 e4e5 f6d5 c3d5 c6d5 f1e1 e8g8 c1f4 c8b7 e2g4 g7g6 h2h4 d7d6 h4h5 d6e5 h5g6 f7g6 f4e5 c7c5 d3g6 c5f2 g1h2 f8f7 g6f7 g8f7 g4g7 f7e8 e5g3 f2f5 g7e5 f5e5 e1e5 e8f7 a1f1 f7g8 e5e6 e7g5 f1f5 h7h6 g3e5 a8f8 e6g6 g8h7 g6g7 h7h8 g7b7 h8g8 b7g7 g8h8 f5f8,67
https://lichess.org/hZKUZxHe,MrDirtyPawnGrabber,ironeagle12,,,2087,2159,1/2-1/2,+1,-1,900+5,Normal,C40,Elephant Gambit: Paulsen Countergambit,e2e4 e7e5 g1f3 d7d5 e4d5 e5e4 f3g1 d8d5 b1c3 d5e5 g1e2 g8f6 d2d4 e4d3 d1d3 c8f5 d3b5 e5b5 c3b5 b8a6 c2c3 c7c6 b5d4 f5d3 c1g5 f6e4 g5e3 f8c5 f2f3 e4f6 e1c1 d3e2 f1e2 e8c8 d4f5 c5e3 f5e3 d8d1 h1d1 h8e8 e2a6 e8e3 a6c4 e3e7 d1d2 h7h6 h2h4 f6d7 c4b3 f7f6 c1d1 d7c5 b3c2 c8c7 c2f5 c5a4 d1c2 a4b6 f5e4 g7g5 h4g5 f6g5 g2g4 b6c4 d2h2 e7e6 c2d3 c4e5 d3d4 b7b6 b2b4 e5d7 e4f5 e6d6 d4e4 d7f6 e4e5 f6d5 h2d2 d6d8 c3c4 d8e8 f5e6 d5b4 d2d7 c7b8 e5d6 b4d3 d7h7 d3c5 e6f5 c5b7 d6c6 b7a5 c6b5 e8e5 b5a6 a5c6 h7h8 b8c7 h8h7 c7b8 h7h8 b8c7 h8h7 c7b8,106
https://lichess.org/ECqum7TI,bouk_alfa,mokochess,,,2131,2126,1-0,+49,-5,600+0,Normal,C41,Philidor Defense: Hanham Variation,e2e4 e7e5 g1f3 d7d6 d2d4 b8d7 f1c4 d8f6 c1g5 f6g6 e1g1 g8f6 d4e5 d6e5 b1c3 c7c6 g5h4 f8e7 h4g3 b7b5 f3h4 g6g5 c4e2 d7c5 h4f3 g5g6 f3e5 g6g5 f2f4 g5h6 e5c6 b5b4 c6e7 e8e7 f4f5 h8d8 c3d5 f6d5 e4d5 e7f8 d5d6 h6f6 d1d5 c5b7 g3e5 f6g5 e2c4 d8d7 a1e1 a7a5 c4b5 d7d8 d6d7 c8d7 b5d7 a8a7 e5d6 b7d6 d5d6 f8g8 d7b5 h7h5,62
https://lichess.org/idJfWvmS,atabegov,CarlosERestrepo,,,2047,2134,1-0,+7,-7,600+0,Normal,C50,"Italian Game: Giuoco Pianissimo, Italian Four Knights Variation",e2e4 e7e5 g1f3 b8c6 f1c4 f8c5 b1c3 g8f6 d2d3 h7h6 c1e3 c5b6 e1g1 d7d6 h2h3 e8g8 d1d2 g8h7 d3d4 e5d4 f3d4 c6e5 c4b3 c7c6 f2f4 e5g6 d4f5 f6e4 c3e4 d6d5 e4d6,31
https://lichess.org/tLZQSgDn,ArcendW,PavelPonich,,,2277,2288,1-0,+11,-6,600+0,Normal,B01,"Scandinavian Defense: Main Line, Mieses Variation",e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 g8f6 c1d2 b8c6 f1b5 c8d7 c3d5 a5d2 d1d2 f6d5 c2c4 d5f6 d4d5 c6e5 b5d7 e5d7 e1c1 e8c8 g1f3 h7h6 h1e1 f6e8 d2a5 c8b8 e1e3 b7b6 a5b5 e8d6 b5b3 d7c5 b3c2 e7e6 f3e5 b8b7 b2b4 c5d7 e5d7 d8d7 d5e6 f7e6 c4c5 c7c6 c5d6 f8d6 e3e6 d6f4 c1b1 d7d1 c2d1 g7g5 d1d7 f4c7 d7c6 b7b8 e6e8 h8e8 c6e8 b8b7 b4b5 c7h2 g2g3 h6h5 e8h5 h2g1 a2a4 a7a6 h5g5 a6a5 g5d5,75
https://lichess.org/42wK3Hxn,darking28,menrad13,,,2059,2169,1/2-1/2,+2,-2,600+0,Normal,C05,"French Defense: Tarrasch Variation, Closed Variation",e2e4 e7e6 d2d4 d7d5 b1d2 g8f6 e4e5 f6d7 g1f3 c7c5 c2c3 b8c6 f1b5 d8b6 b5c6 b7c6 e1g1 c5d4 c3d4 c6c5 d4c5 f8c5 d2b3 e8g8 b3c5 b6c5 c1e3 c5b4 d1c2 c8a6 f1d1 f8c8 c2d2 b4d2 d1d2 h7h6 e3d4 d7c5 a1c1 c5e4 d2c2 c8c2 c1c2 a6d3 c2c7 a7a6 b2b4 a6a5 b4a5 a8a5 c7a7 a5a7 d4a7 e4c3 a2a3 c3e2 g1h1 d3b5 f3d4 e2d4 a7d4 g8f8 d4c5 f8e8 f2f4 e8d7 h1g1 d7c6 c5b4 d5d4 g1f2 c6d5 f2f3 g7g6 g2g4 d5c4 f3e2 b5c6 h2h4 h6h5 g4g5 c4d5 e2f3 d5c4 f3e2 c4d5 e2f3 d5c4 f3e2,89
https://lichess.org/N8R8aAnp,Walter3781,Fihgter,,,2007,2044,0-1,-6,+5,600+0,Normal,C41,Philidor Defense,e2e4 e7e5 g1f3 d7d6 d2d4 b8c6 d4d5 c6b8 c1e3 f8e7 b1c3 g8f6 f1d3 a7a6 f3d2 e8g8 e1g1 c7c6 f2f4 c6d5 e4d5 c8g4 d2f3 b8d7 d1e1 b7b5 f4e5 d6e5 e1g3 b5b4 c3e4 g4f3 g3f3 f6d5 f3h5 g7g6 h5h6 d5e3 h6e3 f7f5 e4d2 e7c5,42
https://lichess.org/m54wadI1,LaggandoDMais,MonsterOfChess31,,,2220,2219,0-1,-15,+56,600+0,Normal,E94,"King's Indian Defense: Orthodox Variation, Glek Defense",d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 e2e4 e8g8 g1f3 d7d6 f1e2 e7e5 e1g1 b8a6 c1e3 c7c6 a1c1 d8a5 a2a3 f6g4 e3d2 e5d4 c3b5 a5d8 b5d4 a6c5 d1c2 f8e8 e2d3 g4e5 d3e2 e5f3 d4f3 e8e4 f1e1 c8f5 c2d1 g7b2 c1c2 b2f6 c2c1 d8e7 d2b4 a8e8 e2f1 f6b2 e1e4 f5e4 f3d2 b2c1 d1c1 b7b6 d2e4 c5e4 f2f3 e4c5 b4d2 c5b3,58
https://lichess.org/yTzPVsg4,Motaleb9-2-1975,BA-o-O-Woo-A,,,2031,2025,0-1,-7,+6,600+0,Normal,A52,"Indian Defense: Budapest Defense, Alekhine Variation",d2d4 g8f6 c2c4 e7e5 d4e5 f6g4 e2e4 g4e5 b1c3 b8c6 g1f3 f8b4 c1d2 d8e7 f3e5 e7e5 f1d3 e8g8 e1g1 d7d6 c3d5 b4d2 d1d2 c8e6 d5c7 a8c8 c7d5 f7f5 e4f5 e6f5 a1e1 e5d4 e1d1 f5d3 d2d3 d4b2 d1d2 b2e5 f2f4 e5h5 f1f3 c8e8 f3h3 h5f5 d3g3 f5b1 g1f2 b1e1 f2f3 c6e5,50
https://lichess.org/9xZumDd8,quintgarck,vonstolzing,,,2019,2056,0-1,-5,+5,600+0,Normal,C88,Ruy Lopez: Closed,e2e4 e7e5 g1f3 b8c6 f1b5 a7a6 b5a4 g8f6 e1g1 f8e7 f1e1 b7b5 a4b3 e8g8 d2d4 d7d6 c1g5 c8g4 h2h3 g4f3 g2f3 c6d4 g5f6 e7f6 c2c3 d4b3 a2b3 f6h4 d1e2 d8f6 g1h1 f6f4 b1d2 f7f5 e1g1 f5e4 e2e4 h4f2 g1g2 f4e4 d2e4 f2b6,42
https://lichess.org/5YkH7xvt,JuanEsley,kjshukla,,,2203,2273,0-1,-5,+5,600+0,Normal,B15,Caro-Kann Defense: Tartakower Variation,e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 g8f6 e4f6 e7f6 c2c3 f8d6 f1d3 e8g8 d1c2 f8e8 g1e2 h7h5 c1e3 a7a5 e1c1 a5a4 e2g3 h5h4 g3f5 c8e6 c1b1 d6c7 f5h4 d8d5 c3c4 d5h5 h4f3 b8d7 h2h3 h5a5 g2g4 b7b5 g4g5 b5c4 d3h7 g8f8 g5f6 d7f6 h1g1 f6h7 c2h7 e6f5,48
https://lichess.org/xGfXsTvb,magnuscalsenmusonge,CristobalaZo,,,2132,2077,1-0,+5,-5,600+0,Normal,B88,"Sicilian Defense: Sozin Attack, Leonhardt Variation",e2e4 c7c5 g1f3 d7d6 d2d4 c5d4 f3d4 g8f6 b1c3 b8c6 f1c4 e7e6 e1g1 a7a6 c4b3 c8d7 f2f4 e6e5 f4e5 c6e5 c1g5 f8e7 g5f6 g7f6 c3d5 d7e6 d4e6 f7e6 d5f4 d8b6 g1h1 e8c8 b3e6 c8b8 f4d5 b6c5 b2b4 c5b5 d5e7 h8e8 c2c4 e5c4 e6c4 b5c4 e7d5 e8e4 a1c1 c4b4 d5b4,49
https://lichess.org/DnhmBaNX,Misnan123,NapTown,,,2100,2129,1-0,+6,-12,600+0,Normal,B10,Caro-Kann Defense,e2e4 c7c6 f2f4 e7e5 d2d3 d7d6 g1f3 c8g4 f1e2 g4f3 e2f3 d8b6 b1c3 g8f6 c3a4 b6c7 f4f5 g7g6 c1d2 f8g7 d1e2 e8g8 e1g1 b8d7 a4c3 b7b5 a2a3 a7a5 g1h1 b5b4 a3b4 a5b4 a1a8 f8a8 c3d1 c6c5 d1f2 a8a2 d2c1 d7b8 b2b3 b8c6 c1e3 c7a5 f5g6 h7g6 f2g4 f6g4 f3g4 a2a1 h2h3 a5a2 f1a1 a2a1 h1h2 a1b2 g4d7 c6a5 e2f2 f7f6 d7e6 g8f8 e3c5 f8e7 e6d5 b2a3 c5a7 g7h6 f2b6 h6f4 g2g3 f4d2 b6c7 e7e8 c7f7 e8d8 a7b6 d8c8 f7c7,79
https://lichess.org/5J3gz5eE,oakfish,domingopappa,,,2244,2251,1-0,+25,-8,600+5,Normal,B04,"Alekhine Defense: Modern Variation, Alburt Variation",e2e4 g8f6 e4e5 f6d5 d2d4 d7d6 g1f3 g7g6 f1c4 c7c6 e1g1 f8g7 f1e1 e8g8 h2h3 d5b6 c4b3 d6e5 f3e5 c6c5 e5f7 f8f7 b3f7 g8f7 d1f3 f7g8 d4c5 b6d7 f3d5 g8h8 b1c3 b8c6 c1g5 d8f8 a1d1 e7e6 d5e6 d7c5 e6d5 c8f5 g5e7 c6e7 d5c5 e7c6 c5f8 a8f8 d1d2 c6d4 c3e4 f8e8 f2f3 e8c8 c2c3 d4c6 e4d6 c8f8 d6f5 g6f5 d2d7 f8b8 g1f2 h8g8 e1d1 c6e5 d7d5 e5c6 d5f5 b8e8 d1d7 e8e7 d7e7 c6e7 f5c5 e7c6 f2e3 g8f7 e3e4 f7e6 c5h5 h7h6 f3f4 b7b6 h5d5 c6e7 d5d3 e7f5 g2g4 f5d6 e4f3 d6c4 b2b3 c4d6 f4f5 e6e7 c3c4 d6b7 d3d5 b7c5 h3h4 g7f6 f3g3 c5e4 g3f4 e4c3 d5d3 c3a2 g4g5 h6g5 h4g5 f6c3 f5f6 e7f7 f4f5 a7a5 g5g6 f7f8 d3d8,117
https://lichess.org/2L2FiH2E,heriksuanyo,HopfFibration,,,2358,2165,1-0,+3,-3,600+0,Normal,D43,Semi-Slav Defense,d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 g1f3 c7c6 c1g5 h7h6 g5f6 g7f6 e2e3 b8d7 f1e2 f8b4 e1g1 b7b6 d1b3 b4c3 b2c3 c8a6 f1e1 d8c7 a1c1 e8c8 c4d5 a6e2 e1e2 e6d5 c3c4 c6c5 c4d5 c7d6 e2c2 c8b8 d4c5 d7c5 c2c5,39
https://lichess.org/ADXfgS0N,Derrick,Ayoubaityacoub,,,2118,2029,0-1,-7,+45,600+0,Normal,A58,Benko Gambit: Fianchetto Variation,d2d4 g8f6 c2c4 c7c5 d4d5 b7b5 c4b5 a7a6 b5a6 c8a6 b1c3 d7d6 g2g3 g7g6 g1f3 f8g7 e2e4 e8g8 f1a6 b8a6 e1g1 a6b4 c1d2 d8d7 a2a3 b4d3 d1c2 c5c4 f3e1 d3e1 f1e1 d7h3 f2f3 f6h5 e1e2 g7d4 d2e3 h5g3 e3d4 g3e2 c2e2 a8b8 a1f1 e7e5 d4e3 f7f5 e3c1 f5e4 f3e4 f8f1 e2f1 h3h4 g1h1 b8f8 f1e2 f8f2,56
https://lichess.org/PNYfgAlI,tacticalmountaineer,DeusVult1099,,,2136,2137,1-0,+6,-6,600+0,Normal,C07,"French Defense: Tarrasch Variation, Open System, Süchting Line",e2e4 e7e6 d2d4 d7d5 b1d2 c7c5 c2c3 b8c6 g1f3 d5e4 d2e4 c5d4 c3d4 g8f6 e4g3 f8e7 f1d3 e8g8 e1g1 d8b6 c1g5 f8d8 g5e3 b6b2 d3c2 c6b4 c2b3 c8d7 f3e5 b2a3 g3h5 d7b5 f1e1 f6e4 d1g4 e4f6 g4g7,37
