link,white,black,white_titled,black_titled,white_elo,black_elo,result,white_rating_diff,black_rating_diff,time_control,termination,eco,opening,moves_uci,num_moves
https://lichess.org/RErI2Al0,ProspectTheoretic,LegenDanny,,,2065,2135,0-1,-34,+4,600+0,Normal,C01,French Defense: Exchange Variation,e2e4 e7e6 g1f3 d7d5 e4d5 e6d5 d2d4 f8d6 f1d3 g8e7 e1g1 b8c6 c2c4 d5c4 d3c4 f7f6 h2h3 c8f5 b1c3 d8d7 f1e1 e8c8 d4d5 c6e5 c4b5 c7c6 d5c6 e7c6 f3e5 d6e5 c1e3 c8b8 d1a4 a7a6 b5c6 d7c6 a4c6 b7c6 c3a4 d8d3 a4c5 d3d5 c5a6 b8b7 a6b4 d5d7 g2g4 f5e4 e3c5 e4f3 e1e3 f3d5 b4d5 d7d5 c5a3 h8d8 e3e1 d5d2 a1b1 d8d3 g1g2 b7b6 a3b4 d2c2 e1d1 d3d1 b1d1 c2b2 a2a3 c6c5 b4d2 b2a2 d1b1 b6c6 d2c1 e5d4 g2g3 d4f2 g3f3 f2d4 h3h4 a2h2 f3g3 d4e5 g3f3 h2h4 c1b2 h4h3 f3e4 h3b3 b2e5 b3b1 e5f4 b1b7 a3a4 b7a7,96
https://lichess.org/93jTlL3Z,wdllc,follett,,,2049,2102,1-0,+7,-6,600+3,Normal,C45,Scotch Game: Schmidt Variation,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 b1c3 f8b4 d4c6 b7c6 f1d3 d7d5 e4d5 c6d5 e1g1 e8g8 c1g5 c7c6 a2a3 b4c3 b2c3 d8d6 h2h3 h7h6 g5h4 d6e6 f1e1 e6d6 d1f3 f6d7 h4e7 d6c7 e7f8 d7f8 c3c4 c8e6 c4d5 e6d5 d3e4 a8d8 c2c4 d5e4 e1e4 f8e6 a1e1 e6g5 e4e8 d8e8 e1e8 g8h7 f3f5 g7g6 f5c8 c7c8 e8c8,57
https://lichess.org/8OYIKAFA,gemyart,ChhatriaTrilochan,,,2064,2182,0-1,-4,+4,600+0,Normal,D53,Queen's Gambit Declined,d2d4 g8f6 c2c4 e7e6 b1c3 d7d5 c1g5 f8e7 e2e3 b7b6 g1f3 c8a6 b2b3 h7h6 g5f6 e7f6 f1d3 b8d7 e1g1 c7c5 c4d5 a6d3 d1d3 e6d5 a1d1 c5d4 e3d4 e8g8 f1e1 a8c8 c3e2 f6g5 e2g3 d7f6 f3g5 h6g5 g3f5 f6e4 f2f3 e4c3 f5e7 g8h8 d3f5 g7g6 f5f6 h8h7 d1c1 c3e2 g1f2 e2c1 e7c8 c1d3 f2e2 d8f6,54
https://lichess.org/aAXHalBD,intercrop,wangqingqing,,,2173,2220,1-0,+16,-63,900+10,Normal,A45,Indian Defense,d2d4 g8f6 c1f4 d7d5 e2e3 c7c5 d4c5 e7e6 c2c3 f8c5 b1d2 e8g8 f1e2 b8c6 d1c2 f8e8 g1f3 e6e5 f4g3 e5e4 f3d4 c8g4 e2g4 f6g4 h2h3 c5d4 h3g4 d4f6 e1c1 a8c8 c1b1 a7a5 c2a4 e8e6 d2b3 f6e5 b3c5 b7b5 a4b5 c8b8 c5e6 f7e6 b5c6 e5c3 c6c3,45
https://lichess.org/5Tyrozj5,tha2er,Typhoon_3agl3,,,2167,2117,1-0,+5,-12,600+0,Normal,A48,Torre Attack: Fianchetto Defense,d2d4 g8f6 g1f3 g7g6 c1g5 f8g7 b1d2 d7d5 g5f6 g7f6 e2e4 d5e4 d2e4 f6g7 f1c4 e8g8 e1g1 c8g4 c2c3 c7c6 h2h3 g4d7 a2a4 d8b6 d1e2 d7f5 e4c5 b6c7 f1e1 b7b6 c5d3 f5d3 c4d3 e7e6 d3e4 b8d7 f3g5 d7f6 e4f3 a8e8 e2c4 f6d5 f3d5 e6d5 c4d3 c7f4 g5f3 f4d6 e1e2 e8e2 d3e2 c6c5 d4c5 b6c5 a1e1 f8d8 e1d1 a7a5 e2d3 h7h6 g1f1 d6f4 d3b5 d5d4 b5a5 d8d5 a5a8 g8h7 a8d5,69
https://lichess.org/EgbfiG0q,NapTown,dineshkandoth,,,2099,2065,0-1,-11,+6,600+0,Normal,B01,Scandinavian Defense: Main Line,e2e4 d7d5 e4d5 d8d5 b1c3 d5a5 d2d4 c7c6 c1d2 c8f5 g1f3 b8d7 f1e2 e7e6 a2a3 a5c7 e1g1 h7h6 f1e1 g8f6 d2e3 f8e7 d1d2 e8g8 e3f4 e7d6 f4g3 d6g3 h2g3 f5h7 e2d3 h7d3 d2d3 a8d8 c3e4 f6e4 d3e4 d7f6 e4e2 f6d7 c2c3 c7a5 f3e5 d7e5 e2e5 a5e5 e1e5 d8d5 a1e1 f8d8 f2f4 g8f8 g1f2 f8e7 f4f5 d5e5 e1e5 d8d5 e5d5 e6d5 f2f3 e7f6 f3f4 g7g5 f5g6 f7g6 g3g4 g6g5 f4f3 f6e6 a3a4 e6d6 f3e2 c6c5 e2d2 c5d4 c3d4 a7a5 b2b3 d6c6 d2d3 b7b5 d3c3 b5a4 b3a4 c6d6 c3d3 d6e6 d3e3 e6f6 e3f3 f6g6 f3g3 g6f6 g3f3 f6g6 f3g3 h6h5 g4h5 g6h5 g3h3 g5g4 h3h2 h5h4 g2g3 h4g5 h2g2 g5f5 g2f2 f5e4 f2e2 e4d4 e2d2 d4e4 d2e2 d5d4 e2d2 e4f3 d2d3 f3g3 d3d4 g3h2,122
https://lichess.org/JN4wWUIw,PatagoniaChessClub,haitham_eyad,,,2072,2159,1-0,+14,-6,600+0,Normal,B07,Modern Defense: Geller's System,e2e4 g7g6 d2d4 f8g7 g1f3 d7d6 c2c3 g8f6 f1d3 e8g8 c1g5 h7h6 g5h4 b8d7 b1d2 e7e5 d1e2 f8e8 e1c1 g6g5 f3g5 h6g5 h4g5 e5d4 c3d4 d8e7 f2f3 e7f8 h2h4 c7c5 d2b3 b7b6 g2g4 c8b7 c1b1 a8c8 h4h5 d6d5 e4e5 f6h7 d3h7 g8h7 h5h6 g7h8 e2d3 f7f5 e5f6 h7g8 d3g6,49
https://lichess.org/cOWSkz6H,raulmaxvr,josephDG7,,,2224,2172,1-0,+5,-5,600+0,Normal,A40,Queen's Pawn Game: Modern Defense,d2d4 g7g6 g1f3 f8g7 c1g5 d7d6 e2e3 g8f6 f1d3 e8g8 e1g1 c7c5 c2c3 c5d4 e3d4 b8c6 f1e1 c8g4 h2h3 g4d7 b1a3 h7h6 g5h4 a7a6 d1d2 a8b8 e1e2 d8c7 a1e1 b8e8 d3b1 e7e5 d4e5 d6e5 h4f6 g7f6 d2h6 f6g7 h6c1 f7f5 c1g5 e5e4 f3h2 c6e5 b1c2 c7c6 e1d1 d7e6 e2d2 e6f7 d2d6 c6c5 g5e3 c5e3 f2e3 e5c4 a3c4 f7c4 c2b3 c4b3 a2b3 f8f6 d6f6 g7f6 d1d7 e8d8 d7b7 d8d1 h2f1 d1d2 b7b6,71
https://lichess.org/jy8yqsIi,ISARFish,SleepMindEngine,BOT,BOT,3007,2518,1-0,,,600+10,Normal,D38,Queen's Gambit Declined: Ragozin Defense,d2d4 g8f6 c2c4 e7e6 g1f3 d7d5 b1c3 f8b4 c1g5 h7h6 g5f6 d8f6 e2e3 b4c3 b2c3 e8g8 g2g4 c7c5 h2h4 f6e7 g4g5 h6h5 f1g2 g7g6 f3d2 d5c4 e1g1 b8d7 a2a4 a8b8 d1e2 b7b6 e2c4 c8b7 g2b7 b8b7 d2e4 g8g7 f1e1 f8c8 c4b5 a7a5 a1b1 b7c7 e1d1 c5d4 e3d4 c7c4 d1e1 c8c7 g1f1 e7d8 b1d1 d8a8 d4d5 e6e5 d1d3 c4e4 e1e4 a8b7 e4c4 c7c5 c4c5 d7c5 f1e1 c5d3 b5d3 b7d7 d5d6 g7f8 d3d5 f8e8 d5a8 d7d8 a8c6 d8d7 c6b6 d7a4 b6b8 e8d7 b8c7 d7e6 c7e7 e6d5 c3c4 d5c4 d6d7 a4a1 e1e2 a1b2 e2f3 b2b3 f3g2 b3b7 g2g3 b7b3 g3h2 b3f3 e7f6 f3g4 d7d8q g4h4 h2g1 h4g4 g1f1 g4h3 f1e2 h3g4 e2d2 g4f4 f6f4 e5f4 d8c7 c4d4 c7f4 d4c5 f4f7 a5a4 f7g6 h5h4 g6f5 c5b6 g5g6 b6c6 g6g7 c6b6 g7g8q a4a3 g8b8 b6a6 f5b5,131
https://lichess.org/EmhmUDqB,toomanywins,Fredy50,,,2135,2079,0-1,-10,+7,600+0,Normal,B06,Modern Defense: Standard Defense,e2e4 d7d6 d2d4 g7g6 b1c3 f8g7 h2h3 g8f6 g2g4 b8c6 f1g2 f6d7 d4d5 c6b8 g1e2 c7c6 c1e3 e8g8 f2f4 f7f6 d1d2 c6c5 f4f5 d7e5 f5g6 h7g6 e3h6 b8d7 h6g7 g8g7 e1c1 a7a6 g4g5 b7b5 e2f4 d7b6 h3h4 b5b4 c3e2 b6c4 d2e1 c4e3 d1d2 e3g2 f4g2 e5f3 e1g3 f3d2 c1d2 d8d7 h4h5 d7g4 g3f2 f6g5,54
https://lichess.org/58eZBdhZ,kakotamonB,AndresBal9830,,,2002,2013,1-0,+6,-6,600+0,Normal,D00,Queen's Pawn Game: Accelerated London System,d2d4 d7d5 c1f4 c8f5 e2e3 c7c6 c2c4 g8f6 d1b3 d8b6 c4c5 b6b3 a2b3 b8d7 b1c3 e7e6 b3b4 f8e7 b4b5 e8g8 b5c6 b7c6 f1a6 f6h5 a6b7 h5f4 e3f4 a8b8 b7c6 d7f6 a1a2 f8c8 c6a4 e7d8 g1f3 d8a5 e1g1 f5d3 f1d1 d3c4 b2b3 a5c3 b3c4 d5c4 a2c2 f6d5 f3e5 b8b4 a4d7 c8b8 g2g3 b8b7 d7c6 b4b1 d1b1 b7b1 g1g2 c3d4 c2c4 d4e5 f4e5 g8f8 c6d5 e6d5 c4d4 f8e7 d4d5 e7e6 d5d6 e6e5 d6a6 b1c1 a6a7 e5f6 a7a6 f6e7 c5c6 e7d6 a6a7 d6e6 c6c7 e6d7 c7c8q d7c8 a7f7 c1c7 f7c7 c8c7 f2f4 c7d6 g2f3 d6d5 h2h4 d5d4 g3g4 d4d3 f4f5 d3d4 f3f4 d4d5 g4g5 d5d6 h4h5 d6e7 f4e5 e7f7 e5d6 g7g6 f5g6 h7g6 h5h6 f7g8 d6e6 g8h8 e6f6 h8h7 f6f7 h7h8 f7g6 h8g8 g6f6 g8h7 f6f7 h7h8 h6h7 h8h7 g5g6 h7h6 g6g7 h6g5 g7g8q g5f5 g8g6 f5e5 f7e7 e5d5 g6f6 d5c5 f6e6 c5d4 e7d6 d4d3 e6e5 d3c4 d6c6 c4d3 c6c5 d3c2 e5e3 c2b2 e3d3 b2a2 d3c3 a2b1 c3d2 b1a1 c5b4 a1b1 b4b3 b1a1 d2b2,161
https://lichess.org/czVHQRJz,Mooo2027,voras999,,,2078,2099,0-1,-5,+6,600+0,Normal,A40,Queen's Pawn Game,d2d4 a7a6 e2e4 b7b5 b1c3 c8b7 f1d3 e7e6 g1f3 c7c5 c3e2 c5c4 d4d5 c4d3 d1d3 g8f6 d5e6 d7e6 d3d8 e8d8 f3e5 d8e8 f2f3 f8d6 e5d3 e6e5 e2g3 g7g6 c1e3 b8c6 e3c5 a8d8 c5d6 d8d6 d3c5 b7c8 g3e2 e8e7 e2c3 c6d4 e1c1 d6c6 c5d3 f6d7 c3d5 e7e6 c2c3 g6g5 c1d2 d4f5 e4f5 e6d5 d3b4 d5c5 b4c6 c5c6 d2e3 d7f6 d1d3 c8f5 d3d2 f6d5 e3f2 d5f4 h1d1 f4d3 f2e3 h8d8 d2d3 d8d3 d1d3 f5d3 e3d3 f7f5 b2b3 a6a5 a2a3 h7h5 g2g3 c6c5 h2h3 a5a4 b3b4 c5d5 h3h4 g5h4 g3h4 f5f4 c3c4 b5c4 d3c3 e5e4 f3e4 d5e4 b4b5 e4d5 b5b6 d5c6 c3c4 c6b6 c4d4 b6b5 d4e4 b5c4 e4f4 c4b3 f4g5 b3a3 g5h5 a3b3 h5g6 a4a3 h4h5 a3a2 h5h6 a2a1q h6h7 a1h8 g6h6 b3c4 h6g6 c4d5 g6h6 d5e6 h6g6 e6e7 g6h6 e7f6 h6h5 f6f5 h5h6 h8f6 h6h5 f6g5,134
https://lichess.org/4pw8sNDq,leoeligan,MarceloUrbanStival,,,2075,2065,1-0,+10,-5,600+0,Normal,B23,"Sicilian Defense: Closed, Traditional",e2e4 c7c5 b1c3 b8c6 g1f3 e7e5 f1b5 d7d6 d2d3 c8d7 a2a3 g8f6 h2h3 a7a6 b5a4 h7h6 e1g1 f8e7 c1d2 a8c8 d1c1 d7e6 c3e2 b7b5 a4b3 e6b3 c2b3 c6d4 c1d1 d4f3 g2f3 g7g5 g1h2 f6h5 f1g1 h5f4 e2f4 g5f4 g1g4 h6h5 g4g2 e8d7 d1g1 h8g8 g1h1 g8g6 a1g1 d8g8 d2a5 e7h4 g2g6 f7g6 h1g2 g6g5 g2f1 g8b3 f1e2 b5b4 g1a1 c8b8 a3b4 c5b4 h2g2 b8b5 g2f1 b5c5 d3d4 c5c2 e2a6 b3f3 a6b7 d7e6 b7d5 e6e7 a5d8 e7d8 d5d6 d8c8 a1a8 c8b7 d6a6 b7c7 a8a7 c7d8 a6f6,85
https://lichess.org/rnfnnh7g,Razorfane,RPMonster,,NM,2151,2145,0-1,-6,+15,600+0,Normal,A00,Polish Opening,b2b4 g8f6 c1b2 e7e6 b4b5 g7g6 e2e3 f8g7 g2g4 e8g8 f1e2 f6e4 c2c3 d8h4 d2d3 h4f2,16
https://lichess.org/AdRXYMcj,sunitjoshi,paco293,,,2018,2040,1-0,+6,-6,600+0,Normal,B50,Sicilian Defense,e2e4 c7c5 g1f3 d7d6 d2d4 b8d7 c2c3 g7g6 f1d3 f8g7 c1e3 c5d4 c3d4 e7e5 b1c3 a7a6 d1d2 g8f6 h2h3 e8g8 e1c1 d8c7 c1b1 b7b5 d1c1 c7a5 e3h6 c8b7 h6g7 g8g7 d4e5 d6e5 d3c2 a8d8 h1d1 d7c5 d2e3 d8d1 c1d1 a5c7 g2g4 c7c6 f3e5 c6c7 f2f4 b5b4 c3d5 f6d5 e4d5 c7d6 e5c4 d6f6 e3c5 f8c8 c5d4 f6d4 d1d4,57
https://lichess.org/HXjCGI4u,chesco_atajan,Abdowalidali,,,2277,2204,1-0,+5,-5,600+0,Normal,C40,King's Pawn Game: Gunderam Gambit,e2e4 e7e5 g1f3 c7c6 f3e5 d8e7 d2d4 d7d6 e5f3 e7e4 d1e2 g8f6 e2e4 f6e4 f1d3 d6d5 e1g1 f8d6 f1e1 f7f5 c2c4 e8g8 c4d5 c6d5 b1c3 c8e6 c3b5 f8d8 c1g5 d8d7 d3e4 d5e4 f3e5 d6e5 d4e5 b8c6 g5f4 h7h6 h2h4 a7a6 b5d6 g7g5 h4g5 h6g5 f4g5 c6e5 a1d1 a8f8 g5f4 e5d3 d1d3 e4d3 e1e6 f8d8 d6c4 b7b5 c4d2 d7d4 f4e3 d4b4 b2b3 f5f4 e3c5 a6a5 c5b4 a5b4 e6e4 d8c8 e4d4 c8c2 d4d3 c2a2 d2f3 a2b2 f3d4 g8f7 d4b5 f7e6 b5d4 e6f6 g1f1 f6g5 d4f3 g5f5 f3d2 f5e6 f1e2 e6f5 e2f3 b2c2 d3d5 f5e6 d5d4 e6e5 d4e4 e5d5 e4e8 c2c3 f3f4 c3c7 g2g4 c7f7 f4g3 d5d4 e8d8 d4c3 f2f4 f7e7 g3f3 e7h7 g4g5 h7h2 g5g6 h2h6 g6g7 h6h3 f3g4 h3d3 g7g8q d3d2 g8c4 c3b2 d8d2,123
https://lichess.org/bpcgmaB8,allangarcia2021,carlosbarrera,,,2046,2017,1-0,+5,-5,600+0,Normal,B06,Modern Defense: Two Knights Variation,e2e4 g7g6 d2d4 f8g7 b1c3 d7d6 g1f3 c8g4 f1e2 g4f3 e2f3 c7c6 a2a4 e7e5 c1e3 g8e7 e1g1 e8g8 d1d2 f7f5 e3h6 f5f4 h6g7 g8g7 d4e5 d6e5 d2e2 b8d7 f1d1 d8c7 a4a5 d7f6 e2c4 a8d8 c3b5 d8d1 a1d1 c7a5 b5d6 b7b5 c4e6 e7g8 e6e5 a5c7 d6f5,45
https://lichess.org/PLdi3ISh,catalanfighterr,cheriMumu,,,2084,2081,1-0,+6,-5,600+0,Normal,E61,King's Indian Defense,d2d4 g8f6 c2c4 g7g6 b1c3 f8g7 g2g3 e8g8 g1f3 d7d5 c4d5 f6d5 f1g2 d5c3 b2c3 c7c6 e1g1 b8d7 a2a4 d8c7 a4a5 a7a6 c1f4 e7e5 d4e5 d7e5 f3e5 g7e5 f4e5 c7e5 d1d4 e5e2 f1e1 e2h5 e1e5 h5g4 d4g4 c8g4 e5e7 a8b8 a1b1 g4e6 b1b7 b8b7 e7b7 f8c8 b7b6 e6c4 g2c6 g8f8 c6b7 c8c5 b7a6 c4d5 b6b5,55
https://lichess.org/wmPVowMK,yuuki0905,josemariamendez,,,2166,2182,1-0,+6,-6,600+0,Normal,A45,Indian Defense,d2d4 g8f6 c1f4 d7d6 e2e3 c8f5 f1d3 f5d3 d1d3 c7c6 c2c3 b8d7 g1f3 d8c7 f4g3 e7e5 d4e5 d6e5 b1d2 e8c8 d3f5 g7g6 f5h3 f6h5 g3e5 c7b6 e5h8,27
https://lichess.org/mTAmSSVV,Los-Lobos,umasathish,,,2253,2374,0-1,-31,+6,600+0,Time forfeit,B50,"Sicilian Defense: Delayed Alapin Variation, with d6",e2e4 c7c5 g1f3 d7d6 c2c3 g8f6 f1d3 g7g6 d3c2 f8g7 d2d4 c5d4 c3d4 e8g8 b1c3 b8d7 e1g1 e7e5 c1g5 h7h6 g5e3 e5d4 e3d4 d7b6 d1d3 c8e6 a1d1 e6c4 d3d2 c4f1 g1f1 b6c4 d2c1 d8e7 c2d3 c4e5 f3e5 d6e5 d4e3 f6g4 c3d5 g4e3 c1e3 e7h4 h2h3 f8d8 d3c4 a8c8 c4b3 g8h8 d1e1 b7b6 e3f3 d8d7 b3a4 d7b7 a4b5 c8f8 b5c6 b7b8 f3a3 f7f5 d5e7 h8h7 e4f5 g6f5 a3d6 b8d8 d6g6 h7h8 e7f5 f8f5 g6f5 h4c4 f1g1 c4c6 e1e4 c6f6 f5g4 d8f8 g4g3 h8h7 e4e3 f6g6 g3h4 g6g5 h4c4 g5f4 e3g3 f4c4 h3h4 c4c1 g1h2 f8f2 g3c3 c1f4,96
https://lichess.org/eUVvYF63,GabeMiami17,Sigarilyo,,,2146,2152,1-0,+15,-15,600+0,Normal,D03,"Queen's Pawn Game: Torre Attack, Gossip Variation",d2d4 d7d5 g1f3 g8f6 c1g5 f6e4 g5f4 e7e6 c2c3 f8d6 f4g3 e8g8 b1d2 f7f5 e2e3 e4g3 h2g3 c7c5 f1d3 b8c6 e1g1 c5c4 d3c2 g7g5 f3h2 c8d7 f2f4 d8f6 d2f3 g5g4 f3e5 f6e7 g1f2 d6e5 d4e5 e7g7 f1h1 b7b5 a2a3 a7a5 h2f1 h7h6 f1d2 f8f7 d1e2 d7e8 b2b3 f7b7 b3b4 b7a7 b4a5 a7a5 h1b1 g7a7 a3a4 b5a4 b1b2 a4a3 b2a2 h6h5 d2b1 a7c5 e2d2 a8b8 d2c1 c5e7 a2a3 a5a3 c1a3 e7a3 b1a3 b8a8 c2b1 g8f7 a3c2 a8a1 c2a1 f7e7 a1c2 c6a5 b1a2 a5b3 c2d4 b3c1 a2b1 c1b3 f2e1 e8a4 e1e2 e7d7 d4c2 d7c6 c2b4 c6b5 b1a2 b3c1 e2d2 c1a2 b4a2 a4b3 a2c1 b5a4 c1e2 b3a2 e2d4 a2b1 d4e6 a4b3 e6d4 b3b2 e5e6 h5h4 g3h4 b1a2 e6e7 a2b3 e7e8q b3a4 e8a4,119
https://lichess.org/05XeMkve,OPC_RapideOuedzem,Akam_1235,,,2030,2006,1-0,+5,-5,600+0,Normal,B43,"Sicilian Defense: Kan Variation, Knight Variation",e2e4 c7c5 g1f3 e7e6 d2d4 c5d4 f3d4 a7a6 b1c3 d8c7 f1e2 b7b5 d4b5 a6b5 c3b5 c7a5 c1d2 f8b4 c2c3 b4e7 b2b4 a5d8 d2f4 d7d6 f4d6 e7d6 b5d6 e8e7 e4e5 c8a6 b4b5 a6c8 e1g1 b8d7 d1d4 f7f5 d4h4 g8f6 a1d1 d7e5 d6f5 e6f5 d1d8 h8d8 f1e1 e7f8 e2c4 e5c4 h4c4 c8b7 f2f3 a8c8 c4f4 g7g6 f4h4 f8f7 h4b4 d8d7 c3c4 d7c7 a2a3 c7c5 a3a4 g6g5 a4a5 f7g6 a5a6 c5c4 a6b7 c4b4 b7c8q,71
https://lichess.org/l5mtsPF2,HERNANDOF,TAGOTAO,,,2137,2088,1-0,+5,-8,600+0,Time forfeit,B01,Scandinavian Defense: Modern Variation,e2e4 d7d5 e4d5 g8f6 g1f3 f6d5 f1e2 b8c6 d2d3 e7e5 e1g1 f8c5 c1d2 e8g8 b1c3 d5c3 d2c3 f7f6 f3d2 c6d4 d2e4 c5b6 c3d4 b6d4 c2c3 d4b6 d1b3 g8h8 a1d1 c7c5 g1h1 d8e7 e4g3 c8e6 c3c4 a8d8 e2f3 e6c8 f3d5 f6f5 f1e1 b6c7 d5b7 c8e6 b7f3 e7h4 b3c2 g7g5 c2c3 d8d4 g3e2 e5e4 g2g3 h4h6 d3e4 c7e5 e2d4 c5d4 c3d3 f5f4 f3g2 g5g4 h1g1 f4f3 g2h1 f8c8 d1c1 h6g5 c4c5 e5g7 c5c6 g5e5 e1d1 c8c7 b2b4 h7h5 c1c5 e5f6 c5h5 h8g8 h5c5 e6a2 e4e5,83
https://lichess.org/1yNlT7Sz,FABIOMOCOA,CasalPalocco,,,2061,2093,1-0,+6,-22,600+5,Normal,D00,Queen's Pawn Game: Accelerated London System,d2d4 d7d5 c1f4 e7e6 e2e3 f8d6 f4g3 c7c5 c2c3 g8f6 b1d2 f6h5 d1h5,13
https://lichess.org/PGbAj136,wawawi,amateurold,,,2015,2082,0-1,-5,+4,600+0,Time forfeit,B33,Sicilian Defense: Open,e2e4 c7c5 g1f3 b8c6 d2d4 c5d4 f3d4 g8f6 b1c3 g7g6 f1e2 f8g7 c1e3 e8g8 e1g1 d7d5 d4c6 b7c6 e4d5 f6d5 c3d5 c6d5 c2c3 e7e5 e2f3 e5e4 f3e2 a7a6 d1d2 c8e6 f1d1 d8c7 e3d4 g7d4 d2d4 f8b8,36
https://lichess.org/6kD43xC3,chessGoalkeaper,jhonattanbastoduarte,,,2029,2054,0-1,-5,+16,600+0,Normal,D02,Queen's Pawn Game: Chigorin Variation,d2d4 d7d5 g1f3 b8c6 c1f4 g8f6 b1c3 c8f5 c3b5 e7e5 f3e5 c6e5 f4e5 f8d6 b5d6 c7d6 e5g3 d8b6 e2e3 b6b2 a1b1 b2a2 b1b7 e8g8 g3d6 f8c8 f1d3 f5d3 c2d3 a2a6 d1b3 a6d6 e1g1 a8b8 f1b1 f6d7 b3a4 b8b7 b1b7 c8c1,40
https://lichess.org/b05nOKa5,mthangavelan,Razorfane,,,2123,2145,0-1,-12,+6,600+0,Normal,B18,Caro-Kann Defense: Classical Variation,e2e4 c7c6 d2d4 d7d5 b1c3 d5e4 c3e4 c8f5 e4g3 f5g6 g1f3 e7e6 f1d3 f8d6 d3g6 h7g6 g3e4 d6c7 h2h3 g8f6 e4f6 d8f6 c2c3 b8d7 c1e3 f6f5 d1b3 e8c8 e1c1 c7f4 b3c2 f4e3 f2e3 f5a5 c1b1 h8h5 e3e4 b7b6 e4e5 c8b7 f3d2 a5d5 d2e4 b7c7 h1e1 b6b5 c2f2 h5f5 f2g3 d7b6 e4c5 d8h8 e1f1 h8h5 f1f5 h5f5 g3h4 g6g5 h4h8 d5g2 h8g7 b6d7 g7g8 f5f2 c5d3 f2f1 d1f1 g2f1 d3c1 f1f5 b1a1 f5c2 g8g5 c6c5 c1b3 b5b4 c3b4 c5d4 g5c1 d4d3 c1e3 d7b6 b3c5,83
https://lichess.org/Dh9tP0pH,thsal97,daniil-kaminskii,,CM,2209,2323,0-1,-4,+11,600+0,Normal,D05,"Queen's Pawn Game: Colle System, Traditional Colle",d2d4 g8f6 g1f3 e7e6 e2e3 d7d5 f1d3 c7c5 c2c3 b8c6 e1g1 f8d6 d4c5 d6c5 b2b4 c5d6 c1b2 e8g8 b1d2 e6e5 e3e4 c8g4 f1e1 a7a6 a2a3 c6e7 c3c4 d5d4 c4c5 d6c7 h2h3 g4h5 d1b3 e7g6 d3f1 g6f4 g2g4 f6g4 h3g4 h5g4 f3h2 g4e6 b3g3 f7f5 f1c4 e6c4 d2c4 f8f6 g1h1 f5e4 g3b3 g8h8 e1e4 f6h6 c4e5 c7e5 e4e5 d8c7 b2d4 f4g6 b3e3 g6e5 d4e5 c7c6 h1g1 a8e8 h2f3 c6g6 e3g5 e8e5 g5g6 h6g6 g1f1 e5h5 f1e2 g6e6 e2d2 h5f5 f3d4 f5f2 d2d3 e6e8 d3c4 h7h5 a3a4 g7g5 b4b5 a6b5 a4b5 h5h4 c5c6 b7c6 b5c6 g5g4 c4c5 g4g3 a1h1 f2h2 h1d1 g3g2 d4f3 h2h1 d1g1 h1g1 f3g1 h8h7 c6c7 h7g6 c5d6 g6f5 d6d7 e8h8 g1f3 f5f4 f3d4 h8h7 d7d6 h7c7 d4e2 f4f3 e2g1 f3f2 g1h3 f2g3,124
https://lichess.org/n9ymYea4,Maximeliano,Johnandre_29,,,2173,2252,0-1,-5,+5,600+0,Normal,B30,Sicilian Defense: Nyezhmetdinov-Rossolimo Attack,e2e4 c7c5 g1f3 b8c6 f1b5 d7d6 b5c6 b7c6 e1g1 g8f6 d1e2 e7e5 h2h3 f8e7 f1d1 e8g8 c2c3 a7a5 d2d4 c8a6 e2e3 c5d4 c3d4 d8c7 b1c3 a8b8 b2b3 f6h5 c1a3 h5f4 d4e5 d6e5 a3e7 c7e7 d1d2 f7f6 a1d1 f8d8 d2d8 b8d8 d1d8 e7d8 e3c5 d8d3 f3h4 d3c3,46
https://lichess.org/chLHW5nM,TTOICRAFT,IRFANHARITHROSLI,,,2195,2222,0-1,-18,+11,1800+0,Normal,C45,Scotch Game: Schmidt Variation,e2e4 e7e5 g1f3 b8c6 d2d4 e5d4 f3d4 g8f6 b1c3 f8b4 d4c6 b7c6 f1d3 e8g8 e1g1 f8e8 d1f3 h7h6 h2h3 d7d5 e4d5 c6d5 c3e2 b4d6 e2d4 c7c5 d4f5 c8f5 f3f5 c5c4 f1d1 c4d3 f5d3 d8e7 c1e3 e7e4 d3e4 e8e4 e3d4 d6e5 f2f3 e4d4 d1e1 e5d6,44
https://lichess.org/lWz7LGh2,bejocaspe,Puzzle_king,,,2210,2124,1-0,+4,-4,600+0,Normal,D02,Queen's Pawn Game: Krause Variation,d2d4 d7d5 g1f3 c7c5 c2c3 c5d4 c3d4 b8c6 b1c3 g8f6 a2a3 a7a6 c1f4 c8g4 e2e3 e7e6 f1d3 h7h6 e1g1 g7g5 f4g3 f8g7 d3e2,23
